Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 выроп теаримаз меинелмоту мымитущоен йедюл; йортсо ;людей неощутимым утомлением замирает порыв ; острой ; ; радости.;А. С. Серафимович. Железный поток (1924);А. С. Серафимович;1863;Железный поток;1924;художественная;роман;_;;;книга;омонимия не снята;Как на засеянном небе тает дымчатый след, так над всей громадой людей неощутимым утомлением замирает порыв острой радости. [А. С. Серафимович. Железный поток (1924)] [омонимия не снята]
 ололокУ; йортсо ;Укололо ; острой ; ; болью в груди.;Б. А. Лавренев. Сорок первый (1924);Б. А. Лавренев;1891;Сорок первый;1924;художественная;повесть;_;;;книга;омонимия не снята;Укололо острой болью в груди. [Б. А. Лавренев. Сорок первый (1924)] [омонимия не снята]
 илыб ,яинещихсов ― ,еынневоркос икат-ьтяпо; еыртсо ;опять-таки сокровенные, ― восхищения, были ; острые ; ; радости и горести внезапной влюбленности;И. А. Бунин. Митина любовь (1924);И. А. Бунин;1870;Митина любовь;1924;художественная;повесть;_;;;книга;омонимия не снята;Потом и это как-то само собой кончилось, забылось, и были новые, более или менее долгие, ― и опять-таки сокровенные, ― восхищения, были острые радости и горести внезапной влюбленности на гимназических балах… были какие-то томления в теле, в сердце же смутные предчувствия, ожидания чего-то… [И. А. Бунин. Митина любовь (1924)] [омонимия не снята]
" адгони окьлот ;ьтамуд ешьнем ебет"; яартсо ;"тебе меньше думать; только иногда "; острая ; ; боль полоснет ― это тайная;Н. Н. Пунин. Письма А. А. Ахматовой (1924);Н. Н. Пунин;1888;Письма А. А. Ахматовой;1924;бытовая, нехудожественная;письмо личное;частная жизнь;;;книга;омонимия не снята;"Я стараюсь о тебе не думать, так как боюсь, что не досижу своих 2- х недель, и ты так много говорила мне о разлуке, что лучше о тебе меньше думать; только иногда острая боль полоснет ― это тайная память о тебе говорит своим страшным языком. [Н. Н. Пунин. Письма А. А. Ахматовой (1924)] [омонимия не снята]"
 йоньлис в ясяащюажарыв ,ьнзелоб яяннертунв; йортсо ;внутренняя болезнь, выражающаяся в сильной ; острой ; ; боли левого бока.;П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №2 (1924);П. К. Козлов;1863;Географический дневник Тибетской экспедиции 1923-1926 гг. №2;1924;нехудожественная, учебно-научная;дневник, записные книжки;география, наука и технологии;;;книга;омонимия не снята;Неожиданно для всех нас в ночи вдруг заболел И. Д. Тугаринов: открылась старая внутренняя болезнь, выражающаяся в сильной острой боли левого бока. [П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №2 (1924)] [омонимия не снята]
 он ,ясьтаминдоп летох ,яслижовертсв нибруТ; яартсо ;Турбин встревожился, хотел подниматься, но ; острая ; ; боль навалилась, он застонал, потом злобно;М. А. Булгаков. Белая гвардия (1923-1924);М. А. Булгаков;1891;Белая гвардия;1923-1924;художественная;роман;_;;;книга;омонимия не снята;Турбин встревожился, хотел подниматься, но острая боль навалилась, он застонал, потом злобно сказал:  [М. А. Булгаков. Белая гвардия (1923-1924)] [омонимия не снята]
 яувтсвуч ,яслунташоп асилисаВ йынделБ; юуртсо ;Бледный Василиса пошатнулся, чувствуя ; острую ; ; боль и тоску в груди;М. А. Булгаков. Белая гвардия (1923-1924);М. А. Булгаков;1891;Белая гвардия;1923-1924;художественная;роман;_;;;книга;омонимия не снята;Бледный Василиса пошатнулся, чувствуя острую боль и тоску в груди от удара острого кулака. [М. А. Булгаков. Белая гвардия (1923-1924)] [омонимия не снята]
 ат ьсалипутирП; яартсо ;Притупилась та ; острая ; ; боль, которая появилась вначале так;П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №1 (1923-1924);П. К. Козлов;1863;Географический дневник Тибетской экспедиции 1923-1926 гг. №1;1923-1924;нехудожественная, учебно-научная;дневник, записные книжки;география, наука и технологии;;;книга;омонимия не снята;Притупилась та острая боль, которая появилась вначале так болезненно. [П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №1 (1923-1924)] [омонимия не снята]
 с но утуним ююнделсоп утэ; йортсо ;эту последнюю минуту он с ; острой ; ; болью почувствовал вдруг, как любима,;Д. А. Фурманов. Чапаев (1923);Д. А. Фурманов;1891;Чапаев;1923;художественная;роман;_;;;книга;омонимия не снята;В эту последнюю минуту он с острой болью почувствовал вдруг, как любима, дорога ему черная толпа, как тяжело с ней расставаться. [Д. А. Фурманов. Чапаев (1923)] [омонимия не снята]
 яакат ,онреван ,умечоп тов И; яартсо ;И вот почему, наверно, такая ; острая ; ; радость бывает в лесу, когда;М. М. Пришвин. Дневники (1923);М. М. Пришвин;1873;Дневники;1923;нехудожественная, публицистика;дневник, записные книжки;_;;;книга;омонимия не снята;И вот почему, наверно, такая острая радость бывает в лесу, когда услышишь таинственный стук дятла в густых елях. [М. М. Пришвин. Дневники (1923)] [омонимия не снята]
 яувтсвуч ,утэоп акинтямап у юьмакс; еортсо ;скамью у памятника поэту, чувствуя ; острое ; ; желание сделать что-нибудь злое, безобразное,;Максим Горький. Мои университеты (1923);Максим Горький;1868;Мои университеты;1923;художественная;повесть;_;;;книга;омонимия не снята;Я ушёл в Державинский сад, сел там на скамью у памятника поэту, чувствуя острое желание сделать что-нибудь злое, безобразное, чтоб на меня бросилась куча людей и этим дала мне право бить их. [Максим Горький. Мои университеты (1923)] [омонимия не снята]
 олунтселх янем ― ёе лунрёд; йортсо ;дёрнул её ― меня хлестнуло ; острой ; ; болью, и через несколько минут, пьяный;Максим Горький. Мои университеты (1923);Максим Горький;1868;Мои университеты;1923;художественная;повесть;_;;;книга;омонимия не снята;Ощупав ногу, он вдруг дёрнул её ― меня хлестнуло острой болью, и через несколько минут, пьяный от радости, прихрамывая, я сносил к нашей бане спасённые вещи, а Ромась, с трубкой в зубах, весело говорил:  [Максим Горький. Мои университеты (1923)] [омонимия не снята]
 и худзов ан оляндоп оге; йортсо ;его подняло на воздух и ; острой ; ; болью рвануло руку.;А. Н. Толстой. Хождение по мукам/ Книга первая. Сестры (1922);А. Н. Толстой;1883;Хождение по мукам/ Книга первая. Сестры;1922;художественная;роман;_;;;книга;омонимия не снята;Вдруг нестерпимый обжигающий свет возник перед глазами, Жадов почувствовал, как его подняло на воздух и острой болью рвануло руку. [А. Н. Толстой. Хождение по мукам/ Книга первая. Сестры (1922)] [омонимия не снята]
 еж есв оН; яартсо ;Но все же ; острая ; ; боль за этого другого была;В. Н. Фигнер. Запечатленный труд. Том 2. Когда часы жизни остановились (1922);В. Н. Фигнер;1852;Запечатленный труд. Том 2. Когда часы жизни остановились;1922;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Но все же острая боль за этого другого была сильнее, чем радость за себя. [В. Н. Фигнер. Запечатленный труд. Том 2. Когда часы жизни остановились (1922)] [омонимия не снята]
 енм линичирп меч ,йогон янем; юуртсо ;меня ногой, чем причинил мне ; острую ; ; боль.;Лев Лунц. Исходящая No 37 (1922);Лев Лунц;1901;Исходящая No 37;1922;художественная;рассказ;_;;;книга;омонимия не снята;Затем товарищи стали расходиться, и тут-то со мной случилось несчастье, ибо клубный инструктор Баринов задел меня своим френчем, и после того, как я упал на пол, наступил на меня ногой, чем причинил мне острую боль. [Лев Лунц. Исходящая No 37 (1922)] [омонимия не снята]
 утуним еж ут в он; яартсо ;но в ту же минуту ; острая ; ; боль пронизала его ногу ниже;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 1) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 1);1922;художественная;роман;_;;;книга;омонимия не снята;Вахмистр Попов поднялся, чтобы посмотреть, что там, но в ту же минуту острая боль пронизала его ногу ниже колена, и он упал на землю и покатился к халупам. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 1) (1922)] [омонимия не снята]
 яаншартС; яартсо ;Страшная ; острая ; ; боль заставила содрогнуться все тело;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 2);1922;художественная;роман;_;;;книга;омонимия не снята;Страшная острая боль заставила содрогнуться все тело Козлова. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922)] [омонимия не снята]
 ,юьнзелоб ястеянемс еинеджалсан ,ьтсодар и; яартсо ;и радость, наслаждение сменяется болезнью, ; острая ; ; боль ― тупою.;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 2);1922;художественная;роман;_;;;книга;омонимия не снята;Проходит страдание, проходит и радость, наслаждение сменяется болезнью, острая боль ― тупою. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922)] [омонимия не снята]
 и хакур в долох йиктуж; юуртсо ;жуткий холод в руках и ; острую ; ; боль.;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 2);1922;художественная;роман;_;;;книга;омонимия не снята;Как сквозь туман почувствовал Саблин жуткий холод в руках и острую боль. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922)] [омонимия не снята]
 лавовтсвуч ен месвос иманемерв и; йортсо ;и временами совсем не чувствовал ; острой ; ; боли в руках.;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 2);1922;художественная;роман;_;;;книга;омонимия не снята;Он не вполне отчетливо соображал, что с ним делалось и временами совсем не чувствовал острой боли в руках. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922)] [омонимия не снята]
 и йокдалс ецдрес яамижс ,йоджедан; йортсо ;надеждой, сжимая сердце сладкой и ; острой ; ; болью.;П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922);П. Н. Краснов;1869;От Двуглавого Орла к красному знамени (книга 2);1922;художественная;роман;_;;;книга;омонимия не снята;Ибо все думы их об одном, что смутно мерещится далекой, несбыточной надеждой, сжимая сердце сладкой и острой болью. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 2) (1922)] [омонимия не снята]
 алавзыв арем атэ ,итсач еиксниарку; юуртсо ;украинские части, эта мера вызвала ; острую ; ; боль и сознание, что теперь;А. И. Деникин. Очерки русской смуты. Том I. Крушение власти и армии (1921);А. И. Деникин;1872;Очерки русской смуты. Том I. Крушение власти и армии;1921;нехудожественная, публицистика;очерк, цикл;армия и вооруженные конфликты;;;книга;омонимия не снята;Между тем среди офицерства и старослуживых многих славных полков, с большим историческим прошлым, переформированных в украинские части, эта мера вызвала острую боль и сознание, что теперь уже близок конец армии201. [А. И. Деникин. Очерки русской смуты. Том I. Крушение власти и армии (1921)] [омонимия не снята]
 как ,мыннешреваз латичс еитяирпдерп а; яартсо ;а предприятие считал завершенным, как ; острая ; ; боль, наконец- таки, заглушала мучительный;И. А. Новиков. Жертва (1921);И. А. Новиков;1877;Жертва;1921;художественная;повесть;_;;;книга;омонимия не снята;"Никандр начинал с упорною тупостью скрести у себя на затылке, грубый ноготь его с трудом продирался сквозь войлок волос, как если бы пальцем надобно было проникнуть через голенище солдатского толстого валенка; проходило не менее четверти часа, прежде чем он достигал своей цели, а предприятие считал завершенным, как острая боль, наконец- таки, заглушала мучительный зуд. [И. А. Новиков. Жертва (1921)] [омонимия не снята]"
 лавовтсвучоп акьнеЛ и ,ясьтавичурксар алатс; юуртсо ;стала раскручиваться, и Ленька почувствовал ; острую ; ; боль, а вместе с тем;И. А. Новиков. Жертва (1921);И. А. Новиков;1877;Жертва;1921;художественная;повесть;_;;;книга;омонимия не снята;Ленька дернул рукой, но пружина уже не подавалась, а что-то произошло непонятное, может быть, стала раскручиваться, и Ленька почувствовал острую боль, а вместе с тем и рука его завертелась в плече, и тем сильнее вертелась, чем быстрее раскручивался Ленькин завод: так весело крутится деревянная мельница, из липовых щепок, в весеннем холодном ручье. [И. А. Новиков. Жертва (1921)] [омонимия не снята]
 ,яслажреду ен еен аз но; яартсо ;он за нее не удержался, ; острая ; ; боль в плече заставила его;И. А. Новиков. Жертва (1921);И. А. Новиков;1877;Жертва;1921;художественная;повесть;_;;;книга;омонимия не снята;Однако, он за нее не удержался, острая боль в плече заставила его тотчас руку отвести назад, в то же самое время дернуло поезд, и мальчик обрушился вниз, увлекая Никандра. [И. А. Новиков. Жертва (1921)] [омонимия не снята]
.ьтепдоп ыботч ,тор ежу лыркто; яартсО ;открыл уже рот, чтобы подпеть.; Острая ; ; боль от неровного взмаха руки;И. А. Новиков. Жертва (1921);И. А. Новиков;1877;Жертва;1921;художественная;повесть;_;;;книга;омонимия не снята;открыл уже рот, чтобы подпеть. Острая боль от неровного взмаха руки не дала ему этого сделать. [И. А. Новиков. Жертва (1921)] [омонимия не снята]
 но лавовтсвучоп утуним еж ут; юуртсо ;ту же минуту почувствовал он ; острую ; ; боль, схватил и отшвырнул обеими;И. А. Новиков. Жертва (1921);И. А. Новиков;1877;Жертва;1921;художественная;повесть;_;;;книга;омонимия не снята;На секунду почудилось Леньке, что под руками его котиная теплая шейка, и в ту же минуту почувствовал он острую боль, схватил и отшвырнул обеими лапами вонзившегося в больную его, усердно работавшую руку, кота. [И. А. Новиков. Жертва (1921)] [омонимия не снята]
 лазаксыв но митэ аз онневтсдерсопен; еортсо ;непосредственно за этим он высказал ; острое ; ; желание рассказать Хуренито свою жизнь;И. Г. Эренбург. Необычайные похождения Хулио Хуренито (1921);И. Г. Эренбург;1891;Необычайные похождения Хулио Хуренито;1921;художественная;роман;_;;;книга;омонимия не снята;На ласковую усмешку Учителя он обиделся, хотел уйти, не ушел, но счел нужным представиться: « Свободный человек, то есть Алексей Спиридонович Тишин», непосредственно за этим он высказал острое желание рассказать Хуренито свою жизнь и спросил, не можем ли мы пойти на вокзал и сесть в пустой вагон. [И. Г. Эренбург. Необычайные похождения Хулио Хуренито (1921)] [омонимия не снята]
 лавовтсвучоп вокабыР волс хинделсоп хитэ; юуртсо ;этих последних слов Рыбаков почувствовал ; острую ; ; боль, и ему показалось даже,;Н. Д. Телешов. Тень счастья (1921);Н. Д. Телешов;1867;Тень счастья;1921;художественная;повесть;_;;;книга;омонимия не снята;От этих последних слов Рыбаков почувствовал острую боль, и ему показалось даже, что он вдруг ослабел и пошатнулся, точно его ранили ножом. [Н. Д. Телешов. Тень счастья (1921)] [омонимия не снята]
 имапонс имылтевс ьсилазнорп олед и; йортсо ;и дело пронзались светлыми снопами ; острой ; ; радости, торжествующей гордости и какого-то;Н. Н. Суханов. Записки о революции / Книга 1 (1918-1921);Н. Н. Суханов;1882;Записки о революции / Книга 1;1918-1921;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Мои деловые рассуждения то и дело пронзались светлыми снопами острой радости, торжествующей гордости и какого-то удивления перед тем необъятным, лучезарным и непонятным, что совершилось в эти дни. [Н. Н. Суханов. Записки о революции / Книга 1 (1918-1921)] [омонимия не снята]
" йеовс в ьрепет окьлот ;енс"; йортсо ;"сне; только теперь в своей "; острой ; ; боли Пушкин с удивительной ясностью;М. О. Гершензон. Мудрость Пушкина (1919);М. О. Гершензон;1869;Мудрость Пушкина;1919;нехудожественная, учебно-научная;монография;наука и технологии, филология;;;книга;омонимия не снята;"Это те самые « бесы», тот же бесовский шабаш, что видела Татьяна в вещем сне; только теперь в своей острой боли Пушкин с удивительной ясностью ощутил то, чего ранее не сознавал так отчетливо: призрачность холодного и пустого коловращения людской толпы, не только уродство, но и нереальность ее ― и гениально изобразил ее быт как круженье безобразных призраков в мутном свете месяца. [М. О. Гершензон. Мудрость Пушкина (1919)] [омонимия не снята]"
 ,адгесв как ,отэ и ,йетед; йортсо ;детей, и это, как всегда, ; острой ; ; болью отозвалось в моём сердце.;А. А. Аллендорф. Дневник (1918);А. А. Аллендорф;1886;Дневник;1918;бытовая, нехудожественная;дневник, записные книжки;образование, частная жизнь;;;электронный текст;омонимия не снята;Кроме того мама очень жаловалась на распущенность детей, и это, как всегда, острой болью отозвалось в моём сердце. [А. А. Аллендорф. Дневник (1918)] [омонимия не снята]
 лавовтсвучоп нО; юуртсо ;Он почувствовал ; острую ; ; боль и будто электрический разряд;А. Д. Скалдин. Странствия и приключения Никодима Старшего (1917);А. Д. Скалдин;1885;Странствия и приключения Никодима Старшего;1917;художественная;роман;_;;;книга;омонимия не снята;Он почувствовал острую боль и будто электрический разряд в себе, вместе с противным запахом обожженной кожи. [А. Д. Скалдин. Странствия и приключения Никодима Старшего (1917)] [омонимия не снята]
 юучугж лавовтсвучоп йытсишаМ; юуртсо ;Машистый почувствовал жгучую ; острую ; ; боль в боку и рванулся;С. Т. Семенов. Односельцы (1917);С. Т. Семенов;1868;Односельцы;1917;художественная;повесть;_;;;книга;омонимия не снята;Машистый почувствовал жгучую острую боль в боку и рванулся изо всех сил, но Костин держал его плотно и замахнулся еще раз ножом… [С. Т. Семенов. Односельцы (1917)] [омонимия не снята]
 и алшорп оннепетсоП; яартсо ;Постепенно прошла и ; острая ; ; боль унижения, особенно по мере;Владимир Жаботинский. Самсон Назорей (1916);Владимир Жаботинский;1880;Самсон Назорей;1916;художественная;роман;_;;;книга;омонимия не снята;Постепенно прошла и острая боль унижения, особенно по мере того, как подымались у него на темени новые волосы, уже не колючая щетина, а волосы, в которые можно было запустить пальцы. [Владимир Жаботинский. Самсон Назорей (1916)] [омонимия не снята]
 окьлоТ; йортсо ;Только ; острой ; ; болью могли быть вскрыты в;М. А. Волошин. Суриков (1916);М. А. Волошин;1877;Суриков;1916;нехудожественная, публицистика;монография;искусство и культура;;;книга;омонимия не снята;Только острой болью могли быть вскрыты в такой натуре глубокие подсознательные тайники души и выплавлены художественные прозрения, раскрытые в трилогии « Морозовой», « Стрельцов» и « Меншикова». [М. А. Волошин. Суриков (1916)] [омонимия не снята]
 ьсилачан ьтяпо янем У; еыртсо ;У меня опять начались ; острые ; ; боли в кишечнике, и висок;О. А. Бессарабова. Дневник (1916);О. А. Бессарабова;1896;Дневник;1916;бытовая, нехудожественная;дневник, записные книжки;армия и вооруженные конфликты, искусство и культура, образование, частная жизнь;;;электронный текст;омонимия не снята;У меня опять начались острые боли в кишечнике, и висок мой убивает и затемняет свет Божий. [О. А. Бессарабова. Дневник (1916)] [омонимия не снята]
.яларвеф 02 ( атрам 4; яартсО ;4 марта ( 20 февраля.; Острая ; ; боль.;О. А. Бессарабова. Дневник (1916);О. А. Бессарабова;1896;Дневник;1916;бытовая, нехудожественная;дневник, записные книжки;армия и вооруженные конфликты, искусство и культура, образование, частная жизнь;;;электронный текст;омонимия не снята;4 марта ( 20 февраля. Острая боль. [О. А. Бессарабова. Дневник (1916)] [омонимия не снята]
 ,яартсО; яартсо ;Острая, ; острая ; ; боль.;О. А. Бессарабова. Дневник (1916);О. А. Бессарабова;1896;Дневник;1916;бытовая, нехудожественная;дневник, записные книжки;армия и вооруженные конфликты, искусство и культура, образование, частная жизнь;;;электронный текст;омонимия не снята;Острая, острая боль. [О. А. Бессарабова. Дневник (1916)] [омонимия не снята]
 ― ,ьсаливадоп и ахудзов алунтолг; яартсо ;глотнула воздуха и подавилась, ― ; острая ; ; боль в глотке заставила ее;Ф. Д. Крюков. Группа Б // «Русские записки», 1916;Ф. Д. Крюков;1870;Группа Б;1916;художественная;рассказ;_;«Русские записки»;1916;журнал;омонимия не снята;глотнула воздуха и подавилась, ― острая боль в глотке заставила ее закричать благим матом. [Ф. Д. Крюков. Группа Б // «Русские записки», 1916] [омонимия не снята]
" лавовтсвучоп но адгот ;яинедевс еымеуберт"; юуртсо ;"требуемые сведения; тогда он почувствовал "; острую ; ; боль с обеих сторон головы:;Зверства Турок (1915.11.12) // газета «Новое время», 1915;;;Зверства Турок;1915.11.12;нехудожественная, публицистика;заметка;армия и вооруженные конфликты;газета «Новое время»;1915;газета;омонимия не снята;"Лимушин отказался дать требуемые сведения; тогда он почувствовал острую боль с обеих сторон головы: потеряв сознание, он очнулся в кустах значительно ниже того места, где на него напали. [Зверства Турок (1915.11.12) // газета «Новое время», 1915] [омонимия не снята]"
.хывиж в еелоб тен аникабюлоК; йортсО ;Колюбакина нет более в живых.; Острой ; ; болью отзовется это известие в;П. Н. Милюков. Вести (1915.02.09) // «Речь», 1915;П. Н. Милюков;1859;Вести;1915.02.09;нехудожественная, публицистика;статья;армия и вооруженные конфликты, политика и общественная жизнь;«Речь»;1915;газета;омонимия не снята;Колюбакина нет более в живых. Острой болью отзовется это известие в сердцах тысяч людей, привыкших любить и высоко ценить бывшего избранника Петрограда. [П. Н. Милюков. Вести (1915.02.09) // «Речь», 1915] [омонимия не снята]
 яачугж ,ьтсодаР …юаминоп ен и; яартсо ;и не понимаю… Радость, жгучая ; острая ; ; радость, светлою волною поднялась из;Л. А. Чарская. Мой принц (1915);Л. А. Чарская;1875;Мой принц;1915;художественная;повесть;_;;;книга;омонимия не снята;Ничего не сознаю и не понимаю… Радость, жгучая острая радость, светлою волною поднялась из самых недр моей души и залила все своим горячим потоком. [Л. А. Чарская. Мой принц (1915)] [омонимия не снята]
 И; яартсо ;И ; острая ; ; радость, и неожиданность лишают нас;Л. А. Чарская. Мой принц (1915);Л. А. Чарская;1875;Мой принц;1915;художественная;повесть;_;;;книга;омонимия не снята;И острая радость, и неожиданность лишают нас слова. [Л. А. Чарская. Мой принц (1915)] [омонимия не снята]
 то ажорд ясв ,веулецоп хичугж; йортсо ;жгучих поцелуев, вся дрожа от ; острой ; ; радости встречи.;Л. А. Чарская. Мой принц (1915);Л. А. Чарская;1875;Мой принц;1915;художественная;повесть;_;;;книга;омонимия не снята;А я уже схватила на руки мое сокровище и прижимала к груди с сильно бьющимся сердцем, покрывая его личико, шею и ручонки градом крепких жгучих поцелуев, вся дрожа от острой радости встречи. [Л. А. Чарская. Мой принц (1915)] [омонимия не снята]
 юунпазенв мотоп ,яиневонсокирп еищюащумс ,иулецоп; юуртсо ;поцелуи, смущающие прикосновения, потом внезапную ; острую ; ; боль, от которой хотелось и;А. И. Куприн. Яма (1909-1915);А. И. Куприн;1870;Яма;1909-1915;художественная;повесть;_;;;книга;омонимия не снята;Он только помнил смутно вращающиеся и расплывающиеся круги от света лампы, настойчивые поцелуи, смущающие прикосновения, потом внезапную острую боль, от которой хотелось и умереть в наслаждении, и закричать от ужаса, и потом он сам с удивлением видел свои бледные, трясущиеся руки, которые никак не могли застегнуть одежды. [А. И. Куприн. Яма (1909-1915)] [омонимия не снята]
 ястеялвяоп ценат тотэ хищюуцнат у; яартсо ;у танцующих этот танец появляется ; острая ; ; боль в мышцах икры, лишающая;Вести (1914.06.10) // «Мариупольская жизнь», 1914;;;Вести;1914.06.10;нехудожественная, публицистика;информационное сообщение;досуг, зрелища и развлечения, здоровье и медицина, политика и общественная жизнь;«Мариупольская жизнь»;1914;газета;омонимия не снята;Берлинский доктор Бемэ нашел, что у танцующих этот танец появляется острая боль в мышцах икры, лишающая их возможности ступать на пятку и ходить по лестницам. [Вести (1914.06.10) // «Мариупольская жизнь», 1914] [омонимия не снята]
 алитущо я ,гим еж тот; юуртсо ;тот же миг, я ощутила ; острую ; ; боль.;А. И. Цветаева. Королевские размышления (1914);А. И. Цветаева;1894;Королевские размышления;1914;нехудожественная, публицистика;эссе;философия;;;книга;омонимия не снята;Но взамен, в тот же миг, я ощутила острую боль. [А. И. Цветаева. Королевские размышления (1914)] [омонимия не снята]
 к дохыв теавыб ьтяпо иитапа; йортсо ;апатии опять бывает выход к ; острой ; ; радости, к труду, но не;М. М. Пришвин. Дневники (1914);М. М. Пришвин;1873;Дневники;1914;нехудожественная, публицистика;дневник, записные книжки;_;;;книга;омонимия не снята;И незаметно из апатии опять бывает выход к острой радости, к труду, но не обязательно к светлой минуте: то приходит как будто без всяких законов и совершенно нечаянно. [М. М. Пришвин. Дневники (1914)] [омонимия не снята]
 яакзеР; яартсо ;Резкая ; острая ; ; боль растворялась, преображалась во что-то;Н. П. Анненкова-Бернар. Своя минута // Пробуждение, 1913;Н. П. Анненкова-Бернар;1864;Своя минута;1913;художественная;рассказ;_;Пробуждение;1913;журнал;омонимия не снята;Резкая острая боль растворялась, преображалась во что-то тихое, красивое. [Н. П. Анненкова-Бернар. Своя минута // Пробуждение, 1913] [омонимия не снята]
 ,юуксечизиф итчоп юлетатич теяничирп ,яинелпутсерп; юуртсо ;преступления, причиняет читателю почти физическую, ; острую ; ; боль, от которой излечишься только;Ю. И. Айхенвальд. Достоевский (1913);Ю. И. Айхенвальд;1872;Достоевский;1913;нехудожественная, публицистика;статья;искусство и культура, культурология, филология;;;книга;омонимия не снята;и другие, и еще другие, и без конца, и в ужасающем разнообразии все это, страдающее без вины, наказанное без преступления, причиняет читателю почти физическую, острую боль, от которой излечишься только слезами, и больше, чем все писатели, собрал Достоевский горькую дань человеческих слез… [Ю. И. Айхенвальд. Достоевский (1913)] [омонимия не снята]
 еинешьнему еоньлетичанз ежкат а ,манелч; йортсо ;членам, а также значительное уменьшение ; острой ; ; боли при соприкосновении больного места;И. И. Мечников. Этюды оптимизма (1907-1913);И. И. Мечников;1845;Этюды оптимизма;1907-1913;нехудожественная, учебно-научная;монография;биология, наука и технологии;;;книга;омонимия не снята;Цитируя этот факт, Гуфеланд, автор хорошо известной « Макробиотики» XVIII века, прибавляет следующее: « Принимая во внимание целительную силу, исходящую из только что вскрытых животных, прикладываемых к парализованным членам, а также значительное уменьшение острой боли при соприкосновении больного места с живым животным, нельзя не согласиться с действительностью этого способа» (« Искусство продлить человеческую жизнь», фр. пер. [И. И. Мечников. Этюды оптимизма (1907-1913)] [омонимия не снята]
